,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,YEARS_EMPLOYED,YEARS_ALIVE,ON_TIME_RATE,ON_TIME,Higher education,Secondary / secondary special,Incomplete higher,Lower secondary,Academic degree
393872,5069140,0,0,0,135000,0,0,1,2,1.13,42.08,100.0,1,0.0,1.0,0.0,0.0,0.0
393879,5069141,0,0,0,135000,0,0,1,2,1.13,42.08,16.666666666666664,0,0.0,1.0,0.0,0.0,0.0
393885,5069142,0,0,0,135000,0,0,1,2,1.13,42.08,85.71428571428571,1,0.0,1.0,0.0,0.0,0.0
393892,5069143,0,0,0,135000,0,0,1,2,1.13,42.08,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
393910,5069144,0,0,0,135000,0,0,1,2,1.13,42.08,0.0,0,0.0,1.0,0.0,0.0,0.0
393912,5069146,0,1,0,216000,0,0,1,2,20.32,52.47,50.0,0,0.0,1.0,0.0,0.0,0.0
393914,5069147,0,1,0,216000,0,0,1,2,20.32,52.47,68.42105263157895,0,0.0,1.0,0.0,0.0,0.0
393933,5069148,0,1,0,216000,0,0,1,2,20.32,52.47,77.5,1,0.0,1.0,0.0,0.0,0.0
393973,5069149,0,1,0,216000,0,0,1,2,20.32,52.47,0.0,0,0.0,1.0,0.0,0.0,0.0
393977,5069152,0,1,0,216000,0,0,1,2,20.32,52.47,52.63157894736842,0,0.0,1.0,0.0,0.0,0.0
393996,5069153,0,1,0,216000,0,0,1,2,20.32,52.47,0.0,0,0.0,1.0,0.0,0.0,0.0
394000,5069159,0,1,0,216000,0,0,1,2,20.32,52.47,0.0,0,0.0,1.0,0.0,0.0,0.0
394004,5069160,0,1,0,216000,0,0,1,2,20.32,52.47,47.05882352941176,0,0.0,1.0,0.0,0.0,0.0
394021,5069161,0,1,0,216000,0,0,1,2,20.32,52.47,0.0,0,0.0,1.0,0.0,0.0,0.0
394025,5069162,0,1,0,216000,0,0,1,2,20.32,52.47,25.0,0,0.0,1.0,0.0,0.0,0.0
394029,5069163,0,1,0,216000,0,0,1,2,20.32,52.47,0.0,0,0.0,1.0,0.0,0.0,0.0
394033,5069164,0,1,0,216000,0,0,1,2,20.32,52.47,52.63157894736842,0,0.0,1.0,0.0,0.0,0.0
394052,5069165,0,1,0,216000,0,0,1,2,20.32,52.47,57.14285714285714,0,0.0,1.0,0.0,0.0,0.0
394073,5069167,1,1,0,135000,0,0,1,2,2.64,28.26,100.0,1,0.0,0.0,0.0,0.0,1.0
394109,5069168,1,1,0,135000,0,0,1,2,2.64,28.26,100.0,1,0.0,0.0,0.0,0.0,1.0
394110,5069169,1,1,0,135000,0,0,1,2,2.64,28.26,20.0,0,0.0,0.0,0.0,0.0,1.0
394120,5069170,1,1,0,135000,0,0,1,2,2.64,28.26,20.0,0,0.0,0.0,0.0,0.0,1.0
394130,5069171,1,1,0,135000,0,0,1,2,2.64,28.26,20.0,0,0.0,0.0,0.0,0.0,1.0
394140,5069172,0,0,0,193500,0,1,0,1,0.55,48.84,0.0,0,0.0,0.0,0.0,0.0,1.0
394145,5069173,0,0,0,157500,1,1,1,1,0.55,23.31,7.142857142857142,0,0.0,0.0,0.0,0.0,1.0
394159,5069175,1,1,0,90000,0,1,0,2,0.0,54.51,76.19047619047619,1,0.0,0.0,0.0,0.0,1.0
394201,5069176,1,1,0,90000,0,1,0,2,0.0,54.51,47.368421052631575,0,0.0,0.0,0.0,0.0,1.0
394220,5069177,1,1,0,90000,0,1,0,2,0.0,54.51,0.0,0,0.0,0.0,0.0,0.0,1.0
394225,5069178,0,1,0,225000,0,0,0,1,9.22,37.84,9.090909090909092,0,0.0,1.0,0.0,0.0,0.0
394236,5069179,0,1,0,225000,0,0,0,1,9.22,37.84,28.57142857142857,0,0.0,1.0,0.0,0.0,0.0
394250,5069180,0,1,0,225000,0,0,0,1,9.22,37.84,51.85185185185185,0,0.0,1.0,0.0,0.0,0.0
394277,5069184,0,1,1,185400,0,0,1,3,1.13,40.59,25.0,0,0.0,1.0,0.0,0.0,0.0
394293,5069185,0,1,1,185400,0,0,1,3,1.13,40.59,25.0,0,0.0,1.0,0.0,0.0,0.0
394313,5069186,0,1,1,185400,0,0,1,3,1.13,40.59,25.0,0,0.0,1.0,0.0,0.0,0.0
394333,5069187,0,1,1,185400,0,0,1,3,1.13,40.59,100.0,1,0.0,1.0,0.0,0.0,0.0
394363,5069188,0,1,1,185400,0,0,1,3,1.13,40.59,25.0,0,0.0,1.0,0.0,0.0,0.0
394383,5069191,0,1,0,135000,0,0,0,2,0.47,43.9,100.0,1,0.0,0.0,0.0,0.0,1.0
394418,5069192,0,1,0,135000,0,0,0,2,0.47,43.9,100.0,1,0.0,0.0,0.0,0.0,1.0
394453,5069195,0,1,0,135000,0,0,0,2,0.47,43.9,60.46511627906976,0,0.0,0.0,0.0,0.0,1.0
394496,5069197,1,1,1,225000,0,0,0,3,8.89,37.24,74.46808510638297,0,0.0,0.0,0.0,0.0,1.0
394543,5069198,1,1,1,225000,0,0,0,3,8.89,37.24,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
394569,5069199,1,1,1,225000,0,0,0,3,8.89,37.24,79.66101694915254,1,0.0,0.0,0.0,0.0,1.0
394628,5069200,0,1,0,238500,1,1,0,2,3.39,46.85,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
394656,5069201,0,1,0,238500,1,1,0,2,3.39,46.85,70.37037037037037,0,0.0,0.0,0.0,0.0,1.0
394683,5069202,0,1,0,238500,1,1,0,2,3.39,46.85,73.33333333333333,0,0.0,0.0,0.0,0.0,1.0
394713,5069206,1,1,0,135000,0,0,0,2,0.0,55.42,62.06896551724138,0,0.0,1.0,0.0,0.0,0.0
394742,5069207,1,1,0,135000,0,0,0,2,0.0,55.42,72.09302325581395,0,0.0,1.0,0.0,0.0,0.0
394785,5069208,1,1,0,135000,0,0,0,2,0.0,55.42,29.411764705882355,0,0.0,1.0,0.0,0.0,0.0
394802,5069209,1,1,0,135000,0,0,0,2,0.0,55.42,60.71428571428571,0,0.0,1.0,0.0,0.0,0.0
394830,5069210,1,1,0,135000,0,0,0,2,0.0,55.42,70.58823529411765,0,0.0,1.0,0.0,0.0,0.0
394847,5069211,1,1,0,135000,0,0,0,2,0.0,55.42,0.0,0,0.0,1.0,0.0,0.0,0.0
394853,5069216,1,1,0,256500,1,0,0,2,4.72,30.71,44.26229508196721,0,0.0,1.0,0.0,0.0,0.0
394914,5069220,1,1,4,292500,0,0,1,6,2.8,31.25,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
394928,5069221,0,0,3,135000,0,0,0,5,1.8,32.21,60.71428571428571,0,0.0,0.0,0.0,0.0,1.0
394956,5069222,0,0,3,135000,0,0,0,5,1.8,32.21,5.555555555555555,0,0.0,0.0,0.0,0.0,1.0
394974,5069223,0,0,3,135000,0,0,0,5,1.8,32.21,100.0,1,0.0,0.0,0.0,0.0,1.0
395002,5069224,1,1,0,247500,0,1,0,2,2.64,47.48,47.368421052631575,0,0.0,0.0,0.0,0.0,1.0
395021,5069226,1,1,0,247500,0,1,0,2,2.64,47.48,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
395030,5069227,1,1,0,247500,0,1,0,2,2.64,47.48,73.68421052631578,0,0.0,0.0,0.0,0.0,1.0
395068,5069228,1,1,0,247500,0,1,0,2,2.64,47.48,7.317073170731707,0,0.0,0.0,0.0,0.0,1.0
395109,5069229,1,1,0,247500,0,1,0,2,2.64,47.48,36.84210526315789,0,0.0,0.0,0.0,0.0,1.0
395128,5069231,0,0,1,67500,0,0,0,3,8.14,28.95,100.0,1,0.0,0.0,0.0,0.0,1.0
395170,5069232,0,0,1,67500,0,0,0,3,8.14,28.95,62.96296296296296,0,0.0,0.0,0.0,0.0,1.0
395197,5069233,0,0,1,67500,0,0,0,3,8.14,28.95,0.0,0,0.0,0.0,0.0,0.0,1.0
395201,5069234,1,1,0,202500,0,0,1,2,12.73,32.43,50.0,0,0.0,0.0,0.0,0.0,1.0
395225,5069235,1,1,0,202500,0,0,1,2,12.73,32.43,0.0,0,0.0,0.0,0.0,0.0,1.0
395234,5069237,1,1,0,225000,0,1,1,2,11.06,40.62,12.5,0,0.0,0.0,0.0,0.0,1.0
395242,5069238,1,1,0,225000,0,1,1,2,11.06,40.62,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
395260,5069239,0,1,0,135000,0,0,0,2,0.0,57.72,88.88888888888889,1,0.0,0.0,0.0,0.0,1.0
395314,5069240,0,1,0,135000,0,0,0,2,0.0,57.72,68.51851851851852,0,0.0,0.0,0.0,0.0,1.0
395368,5069242,0,1,0,261000,0,1,0,2,0.0,59.65,68.18181818181817,0,0.0,0.0,0.0,0.0,1.0
395390,5069248,0,0,0,180000,0,0,0,1,1.05,37.31,81.63265306122449,1,0.0,1.0,0.0,0.0,0.0
395439,5069249,0,0,0,180000,0,0,0,1,1.05,37.31,83.01886792452831,1,0.0,1.0,0.0,0.0,0.0
395492,5069250,0,0,0,180000,0,0,0,1,1.05,37.31,82.6923076923077,1,0.0,1.0,0.0,0.0,0.0
395544,5069251,0,0,0,180000,0,0,0,1,1.05,37.31,82.35294117647058,1,0.0,1.0,0.0,0.0,0.0
395595,5069252,0,0,0,180000,0,0,0,1,1.05,37.31,81.63265306122449,1,0.0,1.0,0.0,0.0,0.0
395644,5069253,0,1,1,112500,0,1,1,3,1.72,46.73,0.0,0,0.0,0.0,0.0,0.0,1.0
395650,5069254,0,1,1,112500,0,1,1,3,1.72,46.73,0.0,0,0.0,0.0,0.0,0.0,1.0
395656,5069255,0,1,1,112500,0,1,1,3,1.72,46.73,0.0,0,0.0,0.0,0.0,0.0,1.0
395661,5069256,1,1,1,67500,0,1,1,3,2.55,35.13,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
395670,5069257,1,1,1,67500,0,1,1,3,2.55,35.13,35.714285714285715,0,0.0,0.0,0.0,0.0,1.0
395684,5069258,1,1,1,67500,0,1,1,3,2.55,35.13,78.57142857142857,1,0.0,0.0,0.0,0.0,1.0
395698,5069259,1,1,1,67500,0,1,1,3,2.55,35.13,75.0,0,0.0,0.0,0.0,0.0,1.0
395734,5069260,1,1,1,67500,0,1,1,3,2.55,35.13,78.57142857142857,1,0.0,0.0,0.0,0.0,1.0
395748,5069263,1,1,1,67500,0,1,1,3,2.55,35.13,75.0,0,0.0,0.0,0.0,0.0,1.0
395784,5069264,1,1,1,67500,0,1,1,3,2.55,35.13,78.57142857142857,1,0.0,0.0,0.0,0.0,1.0
395798,5069265,1,1,1,67500,0,1,1,3,2.55,35.13,75.0,0,0.0,0.0,0.0,0.0,1.0
395834,5069266,1,1,1,67500,0,1,1,3,2.55,35.13,78.57142857142857,1,0.0,0.0,0.0,0.0,1.0
395848,5069267,1,1,1,67500,0,1,1,3,2.55,35.13,78.57142857142857,1,0.0,0.0,0.0,0.0,1.0
395862,5069268,1,1,1,67500,0,1,1,3,2.55,35.13,75.0,0,0.0,0.0,0.0,0.0,1.0
395898,5069271,0,1,0,157500,0,0,0,1,0.0,51.09,70.58823529411765,0,0.0,0.0,0.0,0.0,1.0
395915,5069273,0,1,0,135000,0,0,1,2,2.47,46.87,0.0,0,0.0,0.0,0.0,0.0,1.0
395919,5069274,0,1,0,135000,0,0,1,2,2.47,46.87,25.0,0,0.0,0.0,0.0,0.0,1.0
395935,5069276,0,0,0,81000,0,0,0,2,0.0,59.39,89.47368421052632,1,0.0,0.0,0.0,0.0,1.0
395992,5069277,0,1,1,315000,0,1,0,3,11.9,44.82,0.0,0,0.0,0.0,0.0,0.0,1.0
395996,5069278,0,1,1,315000,0,1,0,3,11.9,44.82,30.434782608695656,0,0.0,0.0,0.0,0.0,1.0
396019,5069279,0,1,1,315000,0,1,0,3,11.9,44.82,0.0,0,0.0,0.0,0.0,0.0,1.0
396052,5069280,0,1,1,315000,0,1,0,3,11.9,44.82,35.0,0,0.0,0.0,0.0,0.0,1.0
396092,5069281,0,1,1,315000,0,1,0,3,11.9,44.82,0.0,0,0.0,0.0,0.0,0.0,1.0
396095,5069282,0,1,1,315000,0,1,0,3,11.9,44.82,0.0,0,0.0,0.0,0.0,0.0,1.0
396099,5069283,0,1,1,315000,0,1,0,3,11.9,44.82,34.146341463414636,0,0.0,0.0,0.0,0.0,1.0
396140,5069284,0,1,1,315000,0,1,0,3,11.9,44.82,0.0,0,0.0,0.0,0.0,0.0,1.0
396144,5069285,0,1,1,315000,0,1,0,3,11.9,44.82,35.483870967741936,0,0.0,0.0,0.0,0.0,1.0
396175,5069286,0,0,0,225000,0,0,0,2,2.47,26.67,41.17647058823529,0,0.0,1.0,0.0,0.0,0.0
396192,5069287,0,0,0,225000,0,0,0,2,2.47,26.67,0.0,0,0.0,1.0,0.0,0.0,0.0
396196,5069288,0,1,0,270000,0,0,0,2,9.31,40.5,62.06896551724138,0,0.0,0.0,1.0,0.0,0.0
396225,5069289,0,1,0,270000,0,0,0,2,9.31,40.5,31.03448275862069,0,0.0,0.0,1.0,0.0,0.0
396254,5069290,0,1,0,270000,0,0,0,2,9.31,40.5,38.88888888888889,0,0.0,0.0,1.0,0.0,0.0
396272,5069292,1,1,1,180000,1,1,0,3,7.14,42.36,0.0,0,0.0,0.0,0.0,0.0,1.0
396326,5069294,0,1,0,180000,0,1,0,2,13.39,41.46,63.1578947368421,0,0.0,0.0,0.0,0.0,1.0
396345,5069296,0,1,0,225000,0,0,0,2,0.0,57.5,46.51162790697674,0,0.0,0.0,0.0,0.0,1.0
396388,5069297,0,1,0,225000,0,0,0,2,0.0,57.5,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
396410,5069298,0,1,0,225000,0,0,0,2,0.0,57.5,43.75,0,0.0,0.0,0.0,0.0,1.0
396426,5069299,0,1,0,225000,0,0,0,2,0.0,57.5,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
396448,5069300,0,1,0,225000,0,0,0,2,0.0,57.5,75.67567567567568,1,0.0,0.0,0.0,0.0,1.0
396485,5069301,0,1,0,225000,0,0,0,2,0.0,57.5,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
396507,5069302,0,1,0,225000,0,0,0,2,0.0,57.5,84.7457627118644,1,0.0,0.0,0.0,0.0,1.0
396566,5069303,0,1,0,225000,0,0,0,2,0.0,57.5,6.666666666666667,0,0.0,0.0,0.0,0.0,1.0
396581,5069304,0,1,0,225000,0,0,0,2,0.0,57.5,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
396603,5069305,0,1,0,225000,0,0,0,2,0.0,57.5,67.85714285714286,0,0.0,0.0,0.0,0.0,1.0
396631,5069309,0,1,0,112500,0,0,0,2,1.47,33.77,66.66666666666666,0,0.0,0.0,0.0,1.0,0.0
396637,5069310,0,1,0,112500,0,0,0,2,1.47,33.77,50.0,0,0.0,0.0,0.0,1.0,0.0
396643,5069311,0,1,0,112500,0,0,0,2,1.47,33.77,66.66666666666666,0,0.0,0.0,0.0,1.0,0.0
396649,5069312,0,1,0,495000,0,0,0,2,1.8,45.87,63.33333333333333,0,0.0,0.0,0.0,0.0,1.0
396679,5069313,0,1,0,495000,0,0,0,2,1.8,45.87,38.88888888888889,0,0.0,0.0,0.0,0.0,1.0
396715,5069314,0,1,0,495000,0,0,0,2,1.8,45.87,38.88888888888889,0,0.0,0.0,0.0,0.0,1.0
396751,5069315,0,1,0,495000,0,0,0,2,1.8,45.87,22.727272727272727,0,0.0,0.0,0.0,0.0,1.0
396773,5069317,1,1,1,450000,0,0,0,3,7.14,42.3,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
396780,5069318,1,1,1,450000,0,0,0,3,7.14,42.3,67.74193548387096,0,0.0,0.0,0.0,0.0,1.0
396811,5069319,1,1,1,450000,0,0,0,3,7.14,42.3,0.0,0,0.0,0.0,0.0,0.0,1.0
396818,5069320,1,1,0,270000,0,1,0,1,2.3,24.72,68.75,0,0.0,0.0,1.0,0.0,0.0
396834,5069321,1,1,0,270000,0,1,0,1,2.3,24.72,66.66666666666666,0,0.0,0.0,1.0,0.0,0.0
396849,5069322,1,1,0,270000,0,1,0,1,2.3,24.72,68.75,0,0.0,0.0,1.0,0.0,0.0
396865,5069324,0,1,0,157500,0,0,0,2,1.64,55.65,50.0,0,0.0,0.0,0.0,0.0,1.0
396873,5069325,0,1,0,157500,0,0,0,2,1.64,55.65,0.0,0,0.0,0.0,0.0,0.0,1.0
396881,5069326,0,1,0,157500,0,0,0,2,1.64,55.65,37.5,0,0.0,0.0,0.0,0.0,1.0
396889,5069327,0,1,0,157500,0,0,0,2,1.64,55.65,72.91666666666666,0,0.0,0.0,0.0,0.0,1.0
396937,5069328,1,1,0,225000,0,1,0,2,0.0,60.85,70.0,0,0.0,1.0,0.0,0.0,0.0
396977,5069329,1,1,0,225000,0,1,0,2,0.0,60.85,12.5,0,0.0,1.0,0.0,0.0,0.0
396985,5069330,1,1,0,225000,0,1,0,2,0.0,60.85,45.45454545454545,0,0.0,1.0,0.0,0.0,0.0
397007,5069331,1,1,1,247500,0,0,0,3,0.64,25.82,50.0,0,0.0,1.0,0.0,0.0,0.0
397011,5069332,1,1,1,247500,0,0,0,3,0.64,25.82,50.0,0,0.0,1.0,0.0,0.0,0.0
397015,5069333,1,1,1,247500,0,0,0,3,0.64,25.82,100.0,1,0.0,1.0,0.0,0.0,0.0
397018,5069334,1,1,1,247500,0,0,0,3,0.64,25.82,52.94117647058824,0,0.0,1.0,0.0,0.0,0.0
397035,5069335,1,1,1,247500,0,0,0,3,0.64,25.82,100.0,1,0.0,1.0,0.0,0.0,0.0
397046,5069336,1,1,1,247500,0,0,0,3,0.64,25.82,100.0,1,0.0,1.0,0.0,0.0,0.0
397050,5069337,1,1,1,247500,0,0,0,3,0.64,25.82,50.0,0,0.0,1.0,0.0,0.0,0.0
397054,5069338,1,1,1,247500,0,0,0,3,0.64,25.82,50.0,0,0.0,1.0,0.0,0.0,0.0
397058,5069339,1,1,1,247500,0,0,0,3,0.64,25.82,0.0,0,0.0,1.0,0.0,0.0,0.0
397062,5069340,1,1,1,247500,0,0,0,3,0.64,25.82,0.0,0,0.0,1.0,0.0,0.0,0.0
397065,5069341,1,1,1,247500,0,0,0,3,0.64,25.82,0.0,0,0.0,1.0,0.0,0.0,0.0
397067,5069342,1,1,1,247500,0,0,0,3,0.64,25.82,5.88235294117647,0,0.0,1.0,0.0,0.0,0.0
397084,5069343,1,1,1,247500,0,0,0,3,0.64,25.82,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
397108,5069344,1,1,1,247500,0,0,0,3,0.64,25.82,57.14285714285714,0,0.0,1.0,0.0,0.0,0.0
397122,5069346,1,1,0,225000,1,0,0,2,9.56,32.01,16.666666666666664,0,0.0,1.0,0.0,0.0,0.0
397128,5069347,1,1,0,225000,1,0,0,2,9.56,32.01,100.0,1,0.0,1.0,0.0,0.0,0.0
397159,5069349,1,1,0,225000,1,0,0,2,9.56,32.01,50.0,0,0.0,1.0,0.0,0.0,0.0
397169,5069350,1,1,0,225000,1,0,0,2,9.56,32.01,100.0,1,0.0,1.0,0.0,0.0,0.0
397175,5069352,1,1,0,225000,1,0,0,2,9.56,32.01,50.0,0,0.0,1.0,0.0,0.0,0.0
397185,5069353,1,1,0,225000,1,0,0,2,9.56,32.01,60.37735849056604,0,0.0,1.0,0.0,0.0,0.0
397238,5069363,0,1,0,211500,0,0,0,2,0.0,62.01,63.888888888888886,0,0.0,0.0,0.0,0.0,1.0
397274,5069364,0,1,0,211500,0,0,0,2,0.0,62.01,48.0,0,0.0,0.0,0.0,0.0,1.0
397299,5069365,0,1,0,211500,0,0,0,2,0.0,62.01,100.0,1,0.0,0.0,0.0,0.0,1.0
397319,5069369,0,0,0,126000,0,0,1,2,5.89,54.96,40.0,0,0.0,0.0,0.0,0.0,1.0
397329,5069373,1,0,2,337500,1,0,0,4,4.55,32.36,37.5,0,0.0,1.0,0.0,0.0,0.0
397345,5069375,1,0,2,337500,1,0,0,4,4.55,32.36,100.0,1,0.0,1.0,0.0,0.0,0.0
397350,5069376,1,0,2,337500,1,0,0,4,4.55,32.36,0.0,0,0.0,1.0,0.0,0.0,0.0
397351,5069378,0,1,0,337500,0,0,0,1,3.47,45.8,6.25,0,0.0,0.0,0.0,0.0,1.0
397367,5069379,0,1,0,337500,0,0,0,1,3.47,45.8,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
397385,5069380,0,1,0,337500,0,0,0,1,3.47,45.8,77.77777777777779,1,0.0,0.0,0.0,0.0,1.0
397403,5069381,0,1,0,337500,0,0,0,1,3.47,45.8,0.0,0,0.0,0.0,0.0,0.0,1.0
397419,5069382,0,1,0,112500,0,1,0,2,5.64,35.41,77.55102040816327,1,0.0,1.0,0.0,0.0,0.0
397468,5069383,0,1,0,112500,0,1,0,2,5.64,35.41,57.692307692307686,0,0.0,1.0,0.0,0.0,0.0
397494,5069384,0,1,0,112500,0,1,0,2,5.64,35.41,54.54545454545454,0,0.0,1.0,0.0,0.0,0.0
397516,5069385,0,1,0,112500,0,1,0,2,5.64,35.41,75.0,0,0.0,1.0,0.0,0.0,0.0
397560,5069386,0,1,0,112500,0,1,0,2,5.64,35.41,79.59183673469387,1,0.0,1.0,0.0,0.0,0.0
397609,5069387,0,1,1,270000,0,0,0,3,27.65,50.44,100.0,1,0.0,1.0,0.0,0.0,0.0
397637,5069389,0,1,1,270000,0,0,0,3,27.65,50.44,73.33333333333333,0,0.0,1.0,0.0,0.0,0.0
397652,5069390,0,1,1,270000,0,0,0,3,27.65,50.44,4.166666666666666,0,0.0,1.0,0.0,0.0,0.0
397676,5069391,0,1,1,270000,0,0,0,3,27.65,50.44,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
397683,5069392,0,1,1,270000,0,0,0,3,27.65,50.44,3.571428571428571,0,0.0,1.0,0.0,0.0,0.0
397711,5069393,0,1,1,270000,0,0,0,3,27.65,50.44,25.0,0,0.0,1.0,0.0,0.0,0.0
397755,5069394,0,1,1,270000,0,0,0,3,27.65,50.44,45.0,0,0.0,1.0,0.0,0.0,0.0
397815,5069395,0,1,0,157500,1,1,0,1,4.13,23.0,5.88235294117647,0,0.0,0.0,0.0,0.0,1.0
397832,5069396,0,1,0,157500,1,1,0,1,4.13,23.0,0.0,0,0.0,0.0,0.0,0.0,1.0
397850,5069397,0,1,0,157500,1,1,0,1,4.13,23.0,15.151515151515152,0,0.0,0.0,0.0,0.0,1.0
397883,5069398,0,1,0,157500,1,1,0,1,4.13,23.0,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
397901,5069399,0,1,0,157500,1,1,0,1,4.13,23.0,87.5,1,0.0,0.0,0.0,0.0,1.0
397933,5069400,0,1,0,157500,1,1,0,1,4.13,23.0,50.0,0,0.0,0.0,0.0,0.0,1.0
397937,5069401,0,0,0,157500,0,0,0,1,5.97,26.19,0.0,0,0.0,0.0,0.0,0.0,1.0
397942,5069402,0,0,0,157500,0,0,0,1,5.97,26.19,0.0,0,0.0,0.0,0.0,0.0,1.0
397948,5069403,0,0,0,157500,0,0,0,1,5.97,26.19,0.0,0,0.0,0.0,0.0,0.0,1.0
397954,5069406,1,0,1,225000,0,0,1,3,6.64,51.19,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
397996,5069411,1,0,1,225000,0,0,1,3,6.64,51.19,87.5,1,0.0,0.0,0.0,0.0,1.0
398052,5069413,1,0,1,225000,0,0,1,3,6.64,51.19,0.0,0,0.0,0.0,0.0,0.0,1.0
398053,5069415,1,0,1,225000,0,0,1,3,6.64,51.19,50.0,0,0.0,0.0,0.0,0.0,1.0
398067,5069416,1,0,1,225000,0,0,1,3,6.64,51.19,85.71428571428571,1,0.0,0.0,0.0,0.0,1.0
398081,5069417,1,0,1,225000,0,0,1,3,6.64,51.19,55.55555555555556,0,0.0,0.0,0.0,0.0,1.0
398099,5069418,1,0,1,225000,0,0,1,3,6.64,51.19,98.21428571428571,1,0.0,0.0,0.0,0.0,1.0
398155,5069419,0,1,0,157500,1,1,0,1,0.47,26.23,0.0,0,0.0,0.0,1.0,0.0,0.0
398157,5069420,0,1,0,157500,1,1,0,1,0.47,26.23,0.0,0,0.0,0.0,1.0,0.0,0.0
398164,5069421,0,1,0,157500,1,1,0,1,0.47,26.23,25.0,0,0.0,0.0,1.0,0.0,0.0
398172,5069423,1,1,0,202500,0,1,0,2,0.97,46.29,80.0,1,0.0,0.0,0.0,0.0,1.0
398192,5069425,1,1,0,202500,0,1,0,2,0.97,46.29,4.918032786885246,0,0.0,0.0,0.0,0.0,1.0
398253,5069426,1,1,0,202500,0,1,0,2,0.97,46.29,85.41666666666666,1,0.0,0.0,0.0,0.0,1.0
398301,5069427,1,1,0,202500,0,1,0,2,0.97,46.29,86.27450980392157,1,0.0,0.0,0.0,0.0,1.0
398352,5069428,1,1,0,202500,0,1,0,2,0.97,46.29,20.833333333333336,0,0.0,0.0,0.0,0.0,1.0
398400,5069429,1,1,0,202500,0,1,0,2,0.97,46.29,0.0,0,0.0,0.0,0.0,0.0,1.0
398409,5069432,1,1,0,202500,0,1,0,2,0.97,46.29,12.5,0,0.0,0.0,0.0,0.0,1.0
398417,5069433,1,1,0,202500,0,1,0,2,0.97,46.29,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
398439,5069434,1,1,0,202500,0,1,0,2,0.97,46.29,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
398448,5069435,1,1,0,202500,0,1,0,2,0.97,46.29,26.31578947368421,0,0.0,0.0,0.0,0.0,1.0
398467,5069436,1,1,0,202500,0,1,0,2,0.97,46.29,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
398489,5069437,1,1,0,202500,0,1,0,2,0.97,46.29,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
398511,5069438,1,1,0,202500,0,1,0,2,0.97,46.29,85.18518518518519,1,0.0,0.0,0.0,0.0,1.0
398538,5069439,1,1,0,202500,0,1,0,2,0.97,46.29,0.0,0,0.0,0.0,0.0,0.0,1.0
398572,5069440,0,1,0,135000,0,0,0,1,2.22,23.47,100.0,1,0.0,0.0,0.0,0.0,1.0
398575,5069441,0,1,0,135000,0,0,0,1,2.22,23.47,100.0,1,0.0,0.0,0.0,0.0,1.0
398577,5069442,0,1,0,135000,0,0,0,1,2.22,23.47,100.0,1,0.0,0.0,0.0,0.0,1.0
398578,5069443,0,1,0,76500,0,0,0,2,5.97,44.22,62.06896551724138,0,0.0,0.0,0.0,0.0,1.0
398607,5069444,0,1,0,76500,0,0,0,2,5.97,44.22,5.263157894736842,0,0.0,0.0,0.0,0.0,1.0
398626,5069445,0,1,0,76500,0,0,0,2,5.97,44.22,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
398633,5069446,0,1,0,76500,0,0,0,2,5.97,44.22,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
398639,5069447,0,1,0,76500,0,0,0,2,5.97,44.22,50.0,0,0.0,0.0,0.0,0.0,1.0
398641,5069448,0,1,0,76500,0,0,0,2,5.97,44.22,5.263157894736842,0,0.0,0.0,0.0,0.0,1.0
398660,5069449,1,1,1,270000,0,0,0,3,15.23,49.3,72.22222222222221,0,0.0,1.0,0.0,0.0,0.0
398678,5069450,0,1,0,202500,0,0,0,1,13.48,43.24,0.0,0,0.0,1.0,0.0,0.0,0.0
398694,5069451,0,1,0,202500,0,0,0,1,13.48,43.24,100.0,1,0.0,1.0,0.0,0.0,0.0
398710,5069452,0,1,0,202500,0,0,0,1,13.48,43.24,75.0,0,0.0,1.0,0.0,0.0,0.0
